Year,Name,Rank,Country,Region,DOB,Gender,Self Made,Generation,Industry,Industry Aggregator,Company,Company Info,Company Acquired,Net Worth US Billion,Count
2006,George Lucas,194.0,United States,North America,1945,male,self-made,Unknown,Media,Non-Traded Sectors,Lucasfilm,founder non-finance,new,3.5,1
2005,Sergio Mantegazza,194.0,Switzerland,Europe,1928,male,inherited,inherited from father,Other,other,Globus,inherited,new,3.0,1
2008,Rafael del Pino,194.0,Spain,Europe,1921,male,inherited,inherited from father,Constrution,Non-Traded Sectors,Ferrovial,inherited,new,5.3,1
2000,David and Cliff Lede,194.0,Canada,North America,Unknown,male,Unknown,Unknown,Unknown,other,Unknown,Unknown,Unknown,2.1,1
2006,William Davidson,194.0,United States,North America,1923,male,self-made,Unknown,Non-consumer industrial,Traded Sectors,Guardian Industries,executive,new,3.5,1
2001,Henry Nicholas,194.0,United States,North America,1963,male,self-made,Unknown,Technology-Computer,New Sectors,Broadcom Corporation,founder non-finance,new,2.4,1
2005,Miuccia Prada,194.0,Italy,Europe,1950,female,inherited,inherited from father,Consumer,Traded Sectors,Prada,inherited,new,3.0,1
2008,Mohamed Bin Issa Al Jaber,194.0,Saudi Arabia,Middle East/North Africa,1959,male,Unknown,Unknown,Real Estate,Financial,Unknown,Unknown,Unknown,5.3,1
2005,Richard DeVos,194.0,United States,North America,1926,male,self-made,Unknown,Consumer,Traded Sectors,Amway,founder non-finance,new,3.0,1
2006,Bradley Hughes,194.0,United States,North America,1934,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Public Storage,founder non-finance,new,3.5,1
2006,Jim Pattison,194.0,Canada,North America,1929,male,self-made,Unknown,Money Management,Financial,Jim Pattison Group,self-made finance,new,3.5,1
2007,Johann Rupert,194.0,South Africa,Sub-Saharan Africa,1951,male,inherited,inherited from father,Consumer,Traded Sectors,Rembrandt Group,inherited,new,4.3,1
2007,Walter Haefner,194.0,Switzerland,Europe,1911,male,self-made,Unknown,Technology-Computer,New Sectors,Automation Center,founder non-finance,new,4.3,1
2007,Leonid Mikhelson,194.0,Russia,Europe,1956,male,self-made,Unknown,Energy,Resource Related,Novatek,privatized and resources,new,4.3,1
2013,Silvio Berlusconi,194.0,Italy,Europe,1937,male,self-made,Unknown,Media,Non-Traded Sectors,Fininvest,privatized and resources,new,6.2,1
2007,Simon Halabi,194.0,United Kingdom,Europe,1950,male,Unknown,Unknown,Real Estate,Financial,Unknown,Unknown,Unknown,4.3,1
2007,Michael and Rainer Schmidt-Ruthenbeck,194.0,Germany,Europe,Unknown,male,inherited,Third generation,"Retail, Restaurant",Non-Traded Sectors,Metro AG,inherited,new,4.3,1
2001,Leonard Stern,194.0,United States,North America,1939,male,inherited,inherited from father,Real Estate,Financial,Hartz Group,inherited,new,2.4,1
2007,Hubert Burda,194.0,Germany,Europe,1940,male,inherited,inherited from father,Media,Non-Traded Sectors,Hubert Burda Media,inherited,new,4.3,1
2001,Laurence Tisch,194.0,United States,North America,1923,male,self-made,Unknown,Consumer,Traded Sectors,Loews Corporation,founder non-finance,new,2.4,1
2013,Rosalia Mera,195.0,Spain,Europe,1944,female,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,6.1,1
2013,Paolo and Gianfelice Mario Rocca,195.0,Italy,Europe,Unknown,married couple,Unknown,Unknown,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,6.1,1
2000,Frank Lowy,195.0,Australia,North America,1931,male,self-made,Unknown,Real Estate,Financial,Westfield Group,self-made finance,new,2.1,1
2013,Eduardo Belmont Anderson,195.0,Peru,Latin America,1946,male,self-made,Unknown,Consumer,Traded Sectors,Belcorp,founder non-finance,new,6.1,1
2014,Eli Broad,196.0,United States,North America,1934,male,self-made,Unknown,Money Management,Financial,"Kaufman and Broad, SunAmerica",self-made finance,new/aquired,6.9,1
2009,Lester Crown,196.0,United States,North America,1926,male,inherited,inherited from father,Money Management,Financial,General Dynamics,inherited,new,3.1,1
2014,Yang Huiyan,196.0,China,East Asia,1982,female,inherited,inherited from father,Real Estate,Financial,Country Garden Holdings,inherited,new,6.9,1
2009,Dmitry Rybolovlev,196.0,Russia,Europe,1967,male,self-made,Unknown,Consumer,Traded Sectors,Uralkali,executive,aquired,3.1,1
2012,Reinhold Wurth,196.0,Germany,Europe,1936,male,Unknown,Unknown,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,5.2,1
2011,Patrick Soon-Shiong,196.0,United States,North America,1952,male,self-made,Unknown,Technology-Medical,New Sectors,American Pharmaceutical Partners ,founder non-finance,new,5.2,1
2009,Stein Erik Hagen,196.0,Norway,Europe,1957,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,RIMI,founder non-finance,new,3.1,1
2009,Suleiman Kerimov,196.0,Russia,Europe,1966,male,self-made,Unknown,Money Management,Financial,Gazprom,privatized and resources,state owned enterprise,3.1,1
2009,Alexei Kuzmichev,196.0,Russia,Europe,1965,male,self-made,Unknown,Energy,Resource Related,Alfa Group,privatized and resources,new,3.1,1
2011,John Menard,196.0,United States,North America,1940,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Menards,founder non-finance,new,5.2,1
2011,Tsai Eng-Meng,196.0,Taiwan,East Asia,1957,male,inherited,inherited from father,Consumer,Traded Sectors,Want Want China,inherited,new,5.2,1
2014,Charles Cadogan,196.0,United Kingdom,Europe,1938,male,inherited,Fifth generation or longer,Real Estate,Financial,Cadogan Estates,inherited,new,6.9,1
2012,Carlos Alberto Sicupira,196.0,Brazil,Latin America,1948,male,self-made,Unknown,Consumer,Traded Sectors,Ambev,founder non-finance,aquired,5.2,1
2009,John Sall,196.0,United States,North America,1947,male,self-made,Unknown,Technology-Computer,New Sectors,SAS institute,founder non-finance,new,3.1,1
2012,Lee Shin Cheng,196.0,Malaysia,East Asia,1940,male,self-made,Unknown,Mining and metals,Resource Related,IOI Group,privatized and resources,new,5.2,1
2000,Lorenzo Mendoza,196.0,Venezuela,Latin America,1966,male,inherited,inherited from father,Consumer,Traded Sectors,Empresas Polar,inherited,new,2.1,1
2011,Ira Rennert,196.0,United States,North America,1934,male,self-made,Unknown,Money Management,Financial,Renco ,self-made finance,new,5.2,1
2014,Richard DeVos,196.0,United States,North America,1926,male,self-made,Unknown,Consumer,Traded Sectors,Amway,founder non-finance,new,6.9,1
2009,Nassef Sawiris,196.0,Egypt,Middle East/North Africa,1962,male,inherited,inherited from father,Constrution,Non-Traded Sectors,Orascom,inherited,new,3.1,1
2009,Bradley Hughes,196.0,United States,North America,1934,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Public Storage,founder non-finance,new,3.1,1
2014,Suleiman Kerimov,196.0,Russia,Europe,1966,male,self-made,Unknown,Money Management,Financial,Gazprom,privatized and resources,state owned enterprise,6.9,1
2014,Wei Jianjun,196.0,China,East Asia,1964,male,self-made,Unknown,Consumer,Traded Sectors,Great Wall Motors,privatized and resources,privatization,6.9,1
2009,Aloysio de Andrade Faria,196.0,Brazil,Latin America,1921,male,inherited,inherited from father,Money Management,Financial,Banco Real,inherited,new,3.1,1
2010,Tsai Eng-Meng,197.0,Taiwan,East Asia,1957,male,inherited,inherited from father,Consumer,Traded Sectors,Want Want China,inherited,new,4.3,1
2000,Lakshmi Mittal,197.0,United Kingdom,Europe,1951,male,inherited,inherited from father,Energy,Resource Related,ArcelorMittal,inherited,new,2.1,1
2010,Peter Woo,197.0,Hong Kong,East Asia,1946,male,inherited,inherited from father,Real Estate,Financial,Worldwide Shipping Group,inherited,new,4.3,1
2010,Heinz-Horst Deichmann,197.0,Germany,Europe,1927,male,inherited,inherited from father,Consumer,Traded Sectors,Heinrich Deichmann-Schuhe,inherited,new,4.3,1
2010,Thomas Schmidheiny,197.0,Switzerland,Europe,1946,male,inherited,Fourth generation,Constrution,Non-Traded Sectors,Holcim,inherited,new,4.3,1
2001,Susan Thompson Buffett,198.0,United States,North America,1933,female,inherited,spouse or widow,Consumer,Traded Sectors,Berkshire Hathaway,inherited,new,2.3,1
2001,Martin Bouygues,198.0,France,Europe,1952,male,inherited,inherited from father,Media,Non-Traded Sectors,Bouygues S.A.,inherited,new,2.3,1
2004,Rachman Halim,198.0,Indonesia,East Asia,1948,male,inherited,inherited from father,Consumer,Traded Sectors,Gudang Garam,inherited,new,2.6,1
2004,Charles Johnson,198.0,United States,North America,1933,male,inherited,inherited from father,Money Management,Financial,Franklin Resources,inherited,new,2.6,1
2001,Robert Bosch Jr,198.0,Germany,Europe,1928,male,inherited,inherited from father,Consumer,Traded Sectors,Robert Bosch GmbH,inherited,new,2.3,1
2008,G M Rao,198.0,India,South Asia,1950,male,Unknown,Unknown,Constrution,Non-Traded Sectors,Unknown,Unknown,Unknown,5.2,1
2013,Eyal Ofer,198.0,Israel,Middle East/North Africa,1951,male,inherited,inherited from father,Other,other,Zodiac Maritime Agencies,inherited,new,6.0,1
2013,Liu Yongxing,198.0,China,East Asia,1949,male,self-made,Unknown,Consumer,Traded Sectors,East Hope Group,founder non-finance,new,6.0,1
2008,Thomas Schmidheiny,198.0,Switzerland,Europe,1946,male,inherited,Fourth generation,Constrution,Non-Traded Sectors,Holcim,inherited,new,5.2,1
2004,Robert Bass,198.0,United States,North America,1948,male,inherited,inherited from father,Energy,Resource Related,Sid Richardson Gasoline Co,inherited,new,2.6,1
2013,Reinhold Wurth,198.0,Germany,Europe,1936,male,Unknown,Unknown,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,6.0,1
2013,Margarita Louis-Dreyfus,198.0,Switzerland,Europe,1963,female,inherited,spouse or widow,Mining and metals,Resource Related,Louis-Dreyfus Goup,inherited,new,6.0,1
2001,Gordon Getty,198.0,United States,North America,1941,male,inherited,inherited from father,Energy,Resource Related,Getty ,inherited,new,2.3,1
2001,Henry Samueli,198.0,United States,North America,1955,male,self-made,Unknown,Technology-Computer,New Sectors,Broadcom Corporation,founder non-finance,new,2.3,1
2013,Olav Thon,198.0,Norway,Europe,1924,male,Unknown,Unknown,Real Estate,Financial,Unknown,Unknown,Unknown,6.0,1
2013,Sulaiman Al Rajhi,198.0,Saudi Arabia,Middle East/North Africa,1920,male,self-made,Unknown,Money Management,Financial,Al Rajhi bank,self-made finance,new,6.0,1
2001,Terry Gou,198.0,Taiwan,East Asia,1951,male,self-made,Unknown,Technology-Computer,New Sectors,Foxconn,founder non-finance,new,2.3,1
2001,William Davidson,198.0,United States,North America,1923,male,self-made,Unknown,Non-consumer industrial,Traded Sectors,Guardian Industries,executive,new,2.3,1
2013,Blair Parry-Okeden,198.0,United States,North America,1951,female,inherited,Third generation,Media,Non-Traded Sectors,Cox Enterprises,inherited,aquired,6.0,1
2004,Willi and Isolde Liebherr,198.0,Switzerland,Europe,Unknown,married couple,inherited,Unknown,Constrution,Non-Traded Sectors,Liebherr,inherited,new,2.6,1
2001,Ray Hunt,198.0,United States,North America,1943,male,inherited,inherited from father,Energy,Resource Related,Hunt Oil. Co,inherited,new,2.3,1
2000,Sammy and Yuli Ofer,198.0,Israel,Middle East/North Africa,Unknown,married couple,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,2.1,1
2013,Jim Kennedy,198.0,United States,North America,1948,male,inherited,Third generation,Media,Non-Traded Sectors,Cox Enterprises,inherited,aquired,6.0,1
2013,David Geffen,198.0,United States,North America,1943,male,self-made,Unknown,Media,Non-Traded Sectors,Asylum Records/Geffen Records/Dreamworks,founder non-finance,new,6.0,1
2013,John Malone,198.0,United States,North America,1941,male,self-made,Unknown,Media,Non-Traded Sectors,Tele-Communications Inc,executive,merger,6.0,1
2001,George Kaiser,198.0,United States,North America,1943,male,inherited,inherited from father,Energy,Resource Related,Kaiser-Francis Oil Company,inherited,new,2.3,1
2004,Wolfgang Herz,198.0,Germany,Europe,1951,male,inherited,inherited from father,Consumer,Traded Sectors,Maxingvest AG,inherited,new,2.6,1
2013,James Packer,198.0,Australia,North America,1968,male,inherited,Third generation,Media,Non-Traded Sectors,Consolidated Press Holdings Limited,inherited,aquired,6.0,1
2008,Alicia Koplowitz,198.0,Spain,Europe,1953,female,inherited,inherited from father,Constrution,Non-Traded Sectors,Construcciones y Contratas,inherited,aquired,5.2,1
2001,Ralph Lauren,198.0,United States,North America,1939,male,self-made,Unknown,Consumer,Traded Sectors,Ralph Lauren,founder non-finance,new,2.3,1
2004,Jeffrey Koo Sr,198.0,Taiwan,East Asia,Unknown,male,inherited,Third generation,Money Management,Financial,Koos Group,inherited,new,2.6,1
2001,Richard Schulze,198.0,United States,North America,1941,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Best Buy,founder non-finance,new,2.3,1
2004,Stephan Schmidheiny,198.0,Switzerland,Europe,1948,male,inherited,Fourth generation,Money Management,Financial,Holcim,inherited,new,2.6,1
2003,Ted Turner,199.0,United States,North America,1939,male,self-made,Unknown,Media,Non-Traded Sectors,CNN,founder non-finance,aquired,2.0,1
2003,Patrick McGovern,199.0,United States,North America,1938,male,self-made,Unknown,Technology-Computer,New Sectors,International Data Goup,founder non-finance,new,2.0,1
2003,Lorenzo Zambrano,199.0,Mexico,Latin America,1945,male,inherited,Third generation,Constrution,Non-Traded Sectors,Cemex,inherited,new,2.0,1
2003,Carl Pohlad,199.0,United States,North America,1916,male,self-made,Unknown,Money Management,Financial,Marquette Bank,self-made finance,aquired,2.0,1
2000,Gregorio Perez Companc,199.0,Argentina,Latin America,1935,male,inherited,inherited from father,Consumer,Traded Sectors,Petrolera Perez Companc,inherited,new,2.1,1
2012,Ludwig Merckle,199.0,Germany,Europe,1965,male,inherited,Fourth generation,Technology-Medical,New Sectors,Ratiopharm,inherited,new,5.1,1
2003,Laurence Tisch,199.0,United States,North America,1923,male,self-made,Unknown,Consumer,Traded Sectors,Loews Corporation,founder non-finance,new,2.0,1
2012,Johann Rupert,199.0,South Africa,Sub-Saharan Africa,1951,male,inherited,inherited from father,Consumer,Traded Sectors,Rembrandt Group,inherited,new,5.1,1
2003,Mustafa Rahmi Koc,199.0,Turkey,Middle East/North Africa,1931,male,inherited,Third generation,Money Management,Financial,Koc Holding,inherited,new,2.0,1
2003,Amos Hosetter Jr,199.0,United States,North America,1937,male,self-made,Unknown,Media,Non-Traded Sectors,Continental Cablevision,founder non-finance,new,2.0,1
2012,Nassef Sawiris,199.0,Egypt,Middle East/North Africa,1962,male,inherited,inherited from father,Constrution,Non-Traded Sectors,Orascom,inherited,new,5.1,1
2003,Pallonji Mistry,199.0,India,South Asia,1930,male,inherited,inherited from father,Constrution,Non-Traded Sectors,?Shapoorji Pallonji Group,inherited,new,2.0,1
2012,David Tepper,199.0,United States,North America,1958,male,self-made,Unknown,Hedge funds,Financial,Appaloosa Management,self-made finance,new,5.1,1
2012,John Malone,199.0,United States,North America,1941,male,self-made,Unknown,Media,Non-Traded Sectors,Tele-Communications Inc,executive,merger,5.1,1
2003,Abdul Aziz Al Ghurair,199.0,United Arab Emirates,Middle East/North Africa,1954,male,inherited,inherited from father,Money Management,Financial,Al-Ghurair Group,inherited,new,2.0,1
2003,Maersk McKinney Moller,199.0,Denmark,Europe,1914,male,inherited,inherited from father,Diversified financial,Financial,Maersk Group,inherited,new,2.0,1
2012,Carlos and Alejandro Bulgheroni,199.0,Argentina,Latin America,Unknown,male,inherited,inherited from father,Energy,Resource Related,Bridas Energy,inherited,new,5.1,1
2011,Karl-Heinz Kipp,200.0,Germany,Europe,1924,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Massa,founder non-finance,new,5.1,1
2006,Otto Beisheim,200.0,Germany,Europe,1924,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Metro AG,founder non-finance,new,3.4,1
2006,Gerard Louis-Dreyfus,200.0,France,Europe,1933,male,inherited,Fourth generation,Money Management,Financial,Louis Dreyfus Group,inherited,new,3.4,1
2002,William Davidson,200.0,United States,North America,1923,male,self-made,Unknown,Non-consumer industrial,Traded Sectors,Guardian Industries,executive,new,2.1,1
2011,Charles Johnson,200.0,United States,North America,1933,male,inherited,inherited from father,Money Management,Financial,Franklin Resources,inherited,new,5.1,1
2002,Ralph Lauren,200.0,United States,North America,1939,male,self-made,Unknown,Consumer,Traded Sectors,Ralph Lauren,founder non-finance,new,2.1,1
2002,Kjeld Kirk Kristiansen,200.0,Denmark,Europe,1948,male,inherited,Third generation,Consumer,Traded Sectors,Lego,inherited,new,2.1,1
2002,Gordon Getty,200.0,United States,North America,1941,male,inherited,inherited from father,Energy,Resource Related,Getty ,inherited,new,2.1,1
2006,Robert Bass,200.0,United States,North America,1948,male,inherited,inherited from father,Energy,Resource Related,Sid Richardson Gasoline Co,inherited,new,3.4,1
2011,Shari Arison,200.0,Israel,Middle East/North Africa,1958,female,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Carnival Corporation,inherited,new,5.1,1
2000,Onsi Sawiris,200.0,Egypt,Middle East/North Africa,1930,male,self-made,Unknown,Constrution,Non-Traded Sectors,Orascom,founder non-finance,new,2.1,1
2002,Ronald Perelman,200.0,United States,North America,1943,male,self-made,Unknown,Private equity/leveraged buyout,Financial,MacAnderws and Forbes Holdings,self-made finance,aquired,2.1,1
2006,Bernard Ecclestone,200.0,United Kingdom,Europe,1931,male,self-made,Unknown,Other,other,Formula One Group,executive,aquired,3.4,1
2002,Kumar Birla,200.0,India,South Asia,1968,male,inherited,Fourth generation,Mining and metals,Resource Related,Aditya Birla Group,inherited,new,2.1,1
